Date (DD.MM.YYYY);Index Code;Endeksler;Index Names In English;Number of Days;Value
04.07.2022;XU100;BIST 100;BIST 100;21;25.66
04.07.2022;XU100;BIST 100;BIST 100;42;23.83
04.07.2022;XU100;BIST 100;BIST 100;63;23.43
04.07.2022;XU100;BIST 100;BIST 100;126;27.54
04.07.2022;XU100;BIST 100;BIST 100;252;27.81
05.07.2022;XU100;BIST 100;BIST 100;21;24.72
05.07.2022;XU100;BIST 100;BIST 100;42;23.78
05.07.2022;XU100;BIST 100;BIST 100;63;23.60
05.07.2022;XU100;BIST 100;BIST 100;126;27.52
05.07.2022;XU100;BIST 100;BIST 100;252;27.84
06.07.2022;XU100;BIST 100;BIST 100;21;25.64
06.07.2022;XU100;BIST 100;BIST 100;42;24.10
06.07.2022;XU100;BIST 100;BIST 100;63;23.23
06.07.2022;XU100;BIST 100;BIST 100;126;27.45
06.07.2022;XU100;BIST 100;BIST 100;252;27.87
07.07.2022;XU100;BIST 100;BIST 100;21;22.27
07.07.2022;XU100;BIST 100;BIST 100;42;24.16
07.07.2022;XU100;BIST 100;BIST 100;63;23.24
07.07.2022;XU100;BIST 100;BIST 100;126;27.46
07.07.2022;XU100;BIST 100;BIST 100;252;27.86
08.07.2022;XU100;BIST 100;BIST 100;21;21.78
08.07.2022;XU100;BIST 100;BIST 100;42;24.05
08.07.2022;XU100;BIST 100;BIST 100;63;23.22
08.07.2022;XU100;BIST 100;BIST 100;126;27.42
08.07.2022;XU100;BIST 100;BIST 100;252;27.84
13.07.2022;XU100;BIST 100;BIST 100;21;21.76
13.07.2022;XU100;BIST 100;BIST 100;42;23.93
13.07.2022;XU100;BIST 100;BIST 100;63;23.21
13.07.2022;XU100;BIST 100;BIST 100;126;27.47
13.07.2022;XU100;BIST 100;BIST 100;252;27.87
14.07.2022;XU100;BIST 100;BIST 100;21;21.64
14.07.2022;XU100;BIST 100;BIST 100;42;23.22
14.07.2022;XU100;BIST 100;BIST 100;63;22.96
14.07.2022;XU100;BIST 100;BIST 100;126;27.52
14.07.2022;XU100;BIST 100;BIST 100;252;27.86
18.07.2022;XU100;BIST 100;BIST 100;21;24.04
18.07.2022;XU100;BIST 100;BIST 100;42;24.07
18.07.2022;XU100;BIST 100;BIST 100;63;23.21
18.07.2022;XU100;BIST 100;BIST 100;126;27.76
18.07.2022;XU100;BIST 100;BIST 100;252;27.98
19.07.2022;XU100;BIST 100;BIST 100;21;24.93
19.07.2022;XU100;BIST 100;BIST 100;42;24.36
19.07.2022;XU100;BIST 100;BIST 100;63;23.53
19.07.2022;XU100;BIST 100;BIST 100;126;27.89
19.07.2022;XU100;BIST 100;BIST 100;252;27.99
20.07.2022;XU100;BIST 100;BIST 100;21;24.31
20.07.2022;XU100;BIST 100;BIST 100;42;24.44
20.07.2022;XU100;BIST 100;BIST 100;63;23.60
20.07.2022;XU100;BIST 100;BIST 100;126;27.91
20.07.2022;XU100;BIST 100;BIST 100;252;27.98
21.07.2022;XU100;BIST 100;BIST 100;21;23.49
21.07.2022;XU100;BIST 100;BIST 100;42;24.49
21.07.2022;XU100;BIST 100;BIST 100;63;23.60
21.07.2022;XU100;BIST 100;BIST 100;126;27.92
21.07.2022;XU100;BIST 100;BIST 100;252;27.96
22.07.2022;XU100;BIST 100;BIST 100;21;23.49
22.07.2022;XU100;BIST 100;BIST 100;42;24.37
22.07.2022;XU100;BIST 100;BIST 100;63;23.55
22.07.2022;XU100;BIST 100;BIST 100;126;26.87
22.07.2022;XU100;BIST 100;BIST 100;252;27.95
25.07.2022;XU100;BIST 100;BIST 100;21;23.36
25.07.2022;XU100;BIST 100;BIST 100;42;24.51
25.07.2022;XU100;BIST 100;BIST 100;63;23.65
25.07.2022;XU100;BIST 100;BIST 100;126;26.59
25.07.2022;XU100;BIST 100;BIST 100;252;27.95
26.07.2022;XU100;BIST 100;BIST 100;21;23.40
26.07.2022;XU100;BIST 100;BIST 100;42;24.54
26.07.2022;XU100;BIST 100;BIST 100;63;23.66
26.07.2022;XU100;BIST 100;BIST 100;126;26.52
26.07.2022;XU100;BIST 100;BIST 100;252;27.96
27.07.2022;XU100;BIST 100;BIST 100;21;23.07
27.07.2022;XU100;BIST 100;BIST 100;42;24.20
27.07.2022;XU100;BIST 100;BIST 100;63;23.66
27.07.2022;XU100;BIST 100;BIST 100;126;26.51
27.07.2022;XU100;BIST 100;BIST 100;252;27.95
28.07.2022;XU100;BIST 100;BIST 100;21;23.02
28.07.2022;XU100;BIST 100;BIST 100;42;24.01
28.07.2022;XU100;BIST 100;BIST 100;63;23.54
28.07.2022;XU100;BIST 100;BIST 100;126;25.41
28.07.2022;XU100;BIST 100;BIST 100;252;27.95
29.07.2022;XU100;BIST 100;BIST 100;21;23.64
29.07.2022;XU100;BIST 100;BIST 100;42;24.37
29.07.2022;XU100;BIST 100;BIST 100;63;22.85
29.07.2022;XU100;BIST 100;BIST 100;126;25.43
29.07.2022;XU100;BIST 100;BIST 100;252;27.93
01.08.2022;XU100;BIST 100;BIST 100;21;24.10
01.08.2022;XU100;BIST 100;BIST 100;42;23.56
01.08.2022;XU100;BIST 100;BIST 100;63;23.32
01.08.2022;XU100;BIST 100;BIST 100;126;25.62
01.08.2022;XU100;BIST 100;BIST 100;252;28.02
02.08.2022;XU100;BIST 100;BIST 100;21;19.88
02.08.2022;XU100;BIST 100;BIST 100;42;23.53
02.08.2022;XU100;BIST 100;BIST 100;63;22.68
02.08.2022;XU100;BIST 100;BIST 100;126;25.45
02.08.2022;XU100;BIST 100;BIST 100;252;28.02
03.08.2022;XU100;BIST 100;BIST 100;21;20.08
03.08.2022;XU100;BIST 100;BIST 100;42;23.67
03.08.2022;XU100;BIST 100;BIST 100;63;22.68
03.08.2022;XU100;BIST 100;BIST 100;126;25.47
03.08.2022;XU100;BIST 100;BIST 100;252;28.04
04.08.2022;XU100;BIST 100;BIST 100;21;20.00
04.08.2022;XU100;BIST 100;BIST 100;42;23.72
04.08.2022;XU100;BIST 100;BIST 100;63;22.72
04.08.2022;XU100;BIST 100;BIST 100;126;25.50
04.08.2022;XU100;BIST 100;BIST 100;252;28.07
05.08.2022;XU100;BIST 100;BIST 100;21;18.64
05.08.2022;XU100;BIST 100;BIST 100;42;23.81
05.08.2022;XU100;BIST 100;BIST 100;63;22.78
05.08.2022;XU100;BIST 100;BIST 100;126;25.52
05.08.2022;XU100;BIST 100;BIST 100;252;28.06
08.08.2022;XU100;BIST 100;BIST 100;21;17.34
08.08.2022;XU100;BIST 100;BIST 100;42;23.74
08.08.2022;XU100;BIST 100;BIST 100;63;22.81
08.08.2022;XU100;BIST 100;BIST 100;126;25.56
08.08.2022;XU100;BIST 100;BIST 100;252;28.09
09.08.2022;XU100;BIST 100;BIST 100;21;17.53
09.08.2022;XU100;BIST 100;BIST 100;42;23.77
09.08.2022;XU100;BIST 100;BIST 100;63;22.82
09.08.2022;XU100;BIST 100;BIST 100;126;25.32
09.08.2022;XU100;BIST 100;BIST 100;252;28.09
10.08.2022;XU100;BIST 100;BIST 100;21;17.79
10.08.2022;XU100;BIST 100;BIST 100;42;21.53
10.08.2022;XU100;BIST 100;BIST 100;63;22.98
10.08.2022;XU100;BIST 100;BIST 100;126;25.35
10.08.2022;XU100;BIST 100;BIST 100;252;28.12
11.08.2022;XU100;BIST 100;BIST 100;21;17.85
11.08.2022;XU100;BIST 100;BIST 100;42;21.57
11.08.2022;XU100;BIST 100;BIST 100;63;23.04
11.08.2022;XU100;BIST 100;BIST 100;126;25.16
11.08.2022;XU100;BIST 100;BIST 100;252;28.06
12.08.2022;XU100;BIST 100;BIST 100;21;16.95
12.08.2022;XU100;BIST 100;BIST 100;42;21.32
12.08.2022;XU100;BIST 100;BIST 100;63;22.80
12.08.2022;XU100;BIST 100;BIST 100;126;25.17
12.08.2022;XU100;BIST 100;BIST 100;252;27.99
15.08.2022;XU100;BIST 100;BIST 100;21;16.05
15.08.2022;XU100;BIST 100;BIST 100;42;21.00
15.08.2022;XU100;BIST 100;BIST 100;63;22.10
15.08.2022;XU100;BIST 100;BIST 100;126;25.09
15.08.2022;XU100;BIST 100;BIST 100;252;27.99
16.08.2022;XU100;BIST 100;BIST 100;21;14.97
16.08.2022;XU100;BIST 100;BIST 100;42;21.35
16.08.2022;XU100;BIST 100;BIST 100;63;22.27
16.08.2022;XU100;BIST 100;BIST 100;126;25.19
16.08.2022;XU100;BIST 100;BIST 100;252;28.04
17.08.2022;XU100;BIST 100;BIST 100;21;15.19
17.08.2022;XU100;BIST 100;BIST 100;42;21.81
17.08.2022;XU100;BIST 100;BIST 100;63;22.41
17.08.2022;XU100;BIST 100;BIST 100;126;25.34
17.08.2022;XU100;BIST 100;BIST 100;252;28.11
18.08.2022;XU100;BIST 100;BIST 100;21;15.29
18.08.2022;XU100;BIST 100;BIST 100;42;21.22
18.08.2022;XU100;BIST 100;BIST 100;63;22.49
18.08.2022;XU100;BIST 100;BIST 100;126;25.09
18.08.2022;XU100;BIST 100;BIST 100;252;28.11
19.08.2022;XU100;BIST 100;BIST 100;21;14.78
19.08.2022;XU100;BIST 100;BIST 100;42;20.94
19.08.2022;XU100;BIST 100;BIST 100;63;22.48
19.08.2022;XU100;BIST 100;BIST 100;126;25.00
19.08.2022;XU100;BIST 100;BIST 100;252;28.09
22.08.2022;XU100;BIST 100;BIST 100;21;14.68
22.08.2022;XU100;BIST 100;BIST 100;42;21.07
22.08.2022;XU100;BIST 100;BIST 100;63;22.43
22.08.2022;XU100;BIST 100;BIST 100;126;25.05
22.08.2022;XU100;BIST 100;BIST 100;252;28.12
23.08.2022;XU100;BIST 100;BIST 100;21;15.01
23.08.2022;XU100;BIST 100;BIST 100;42;21.23
23.08.2022;XU100;BIST 100;BIST 100;63;22.63
23.08.2022;XU100;BIST 100;BIST 100;126;25.00
23.08.2022;XU100;BIST 100;BIST 100;252;28.15
24.08.2022;XU100;BIST 100;BIST 100;21;17.44
24.08.2022;XU100;BIST 100;BIST 100;42;22.01
24.08.2022;XU100;BIST 100;BIST 100;63;23.09
24.08.2022;XU100;BIST 100;BIST 100;126;25.19
24.08.2022;XU100;BIST 100;BIST 100;252;28.24
25.08.2022;XU100;BIST 100;BIST 100;21;18.07
25.08.2022;XU100;BIST 100;BIST 100;42;22.18
25.08.2022;XU100;BIST 100;BIST 100;63;23.29
25.08.2022;XU100;BIST 100;BIST 100;126;25.37
25.08.2022;XU100;BIST 100;BIST 100;252;28.30
26.08.2022;XU100;BIST 100;BIST 100;21;17.88
26.08.2022;XU100;BIST 100;BIST 100;42;22.18
26.08.2022;XU100;BIST 100;BIST 100;63;23.21
26.08.2022;XU100;BIST 100;BIST 100;126;25.30
26.08.2022;XU100;BIST 100;BIST 100;252;28.30
29.08.2022;XU100;BIST 100;BIST 100;21;17.64
29.08.2022;XU100;BIST 100;BIST 100;42;21.88
29.08.2022;XU100;BIST 100;BIST 100;63;23.15
29.08.2022;XU100;BIST 100;BIST 100;126;25.30
29.08.2022;XU100;BIST 100;BIST 100;252;28.30
31.08.2022;XU100;BIST 100;BIST 100;21;16.99
31.08.2022;XU100;BIST 100;BIST 100;42;21.28
31.08.2022;XU100;BIST 100;BIST 100;63;22.27
31.08.2022;XU100;BIST 100;BIST 100;126;21.93
31.08.2022;XU100;BIST 100;BIST 100;252;28.29
01.09.2022;XU100;BIST 100;BIST 100;21;17.57
01.09.2022;XU100;BIST 100;BIST 100;42;18.97
01.09.2022;XU100;BIST 100;BIST 100;63;22.39
01.09.2022;XU100;BIST 100;BIST 100;126;20.89
01.09.2022;XU100;BIST 100;BIST 100;252;28.31
02.09.2022;XU100;BIST 100;BIST 100;21;18.40
02.09.2022;XU100;BIST 100;BIST 100;42;19.46
02.09.2022;XU100;BIST 100;BIST 100;63;22.78
02.09.2022;XU100;BIST 100;BIST 100;126;21.08
02.09.2022;XU100;BIST 100;BIST 100;252;28.40
05.09.2022;XU100;BIST 100;BIST 100;21;21.38
05.09.2022;XU100;BIST 100;BIST 100;42;21.05
05.09.2022;XU100;BIST 100;BIST 100;63;23.91
05.09.2022;XU100;BIST 100;BIST 100;126;21.69
05.09.2022;XU100;BIST 100;BIST 100;252;28.63
06.09.2022;XU100;BIST 100;BIST 100;21;21.38
06.09.2022;XU100;BIST 100;BIST 100;42;20.26
06.09.2022;XU100;BIST 100;BIST 100;63;23.92
06.09.2022;XU100;BIST 100;BIST 100;126;21.70
06.09.2022;XU100;BIST 100;BIST 100;252;28.64
07.09.2022;XU100;BIST 100;BIST 100;21;21.38
07.09.2022;XU100;BIST 100;BIST 100;42;19.50
07.09.2022;XU100;BIST 100;BIST 100;63;23.77
07.09.2022;XU100;BIST 100;BIST 100;126;21.61
07.09.2022;XU100;BIST 100;BIST 100;252;28.59
08.09.2022;XU100;BIST 100;BIST 100;21;20.88
08.09.2022;XU100;BIST 100;BIST 100;42;19.44
08.09.2022;XU100;BIST 100;BIST 100;63;23.78
08.09.2022;XU100;BIST 100;BIST 100;126;21.43
08.09.2022;XU100;BIST 100;BIST 100;252;28.54
09.09.2022;XU100;BIST 100;BIST 100;21;21.35
09.09.2022;XU100;BIST 100;BIST 100;42;19.80
09.09.2022;XU100;BIST 100;BIST 100;63;22.26
09.09.2022;XU100;BIST 100;BIST 100;126;21.61
09.09.2022;XU100;BIST 100;BIST 100;252;28.60
12.09.2022;XU100;BIST 100;BIST 100;21;22.98
12.09.2022;XU100;BIST 100;BIST 100;42;20.78
12.09.2022;XU100;BIST 100;BIST 100;63;23.02
12.09.2022;XU100;BIST 100;BIST 100;126;22.05
12.09.2022;XU100;BIST 100;BIST 100;252;28.75
13.09.2022;XU100;BIST 100;BIST 100;21;33.90
13.09.2022;XU100;BIST 100;BIST 100;42;26.80
13.09.2022;XU100;BIST 100;BIST 100;63;26.54
13.09.2022;XU100;BIST 100;BIST 100;126;23.96
13.09.2022;XU100;BIST 100;BIST 100;252;29.51
14.09.2022;XU100;BIST 100;BIST 100;21;33.69
14.09.2022;XU100;BIST 100;BIST 100;42;26.39
14.09.2022;XU100;BIST 100;BIST 100;63;26.30
14.09.2022;XU100;BIST 100;BIST 100;126;23.95
14.09.2022;XU100;BIST 100;BIST 100;252;29.50
15.09.2022;XU100;BIST 100;BIST 100;21;35.30
15.09.2022;XU100;BIST 100;BIST 100;42;27.13
15.09.2022;XU100;BIST 100;BIST 100;63;26.93
15.09.2022;XU100;BIST 100;BIST 100;126;24.29
15.09.2022;XU100;BIST 100;BIST 100;252;29.61
16.09.2022;XU100;BIST 100;BIST 100;21;34.86
16.09.2022;XU100;BIST 100;BIST 100;42;26.95
16.09.2022;XU100;BIST 100;BIST 100;63;26.92
16.09.2022;XU100;BIST 100;BIST 100;126;24.22
16.09.2022;XU100;BIST 100;BIST 100;252;29.60
19.09.2022;XU100;BIST 100;BIST 100;21;40.19
19.09.2022;XU100;BIST 100;BIST 100;42;30.75
19.09.2022;XU100;BIST 100;BIST 100;63;28.99
19.09.2022;XU100;BIST 100;BIST 100;126;25.54
19.09.2022;XU100;BIST 100;BIST 100;252;30.15
20.09.2022;XU100;BIST 100;BIST 100;21;40.81
20.09.2022;XU100;BIST 100;BIST 100;42;30.94
20.09.2022;XU100;BIST 100;BIST 100;63;29.11
20.09.2022;XU100;BIST 100;BIST 100;126;25.70
20.09.2022;XU100;BIST 100;BIST 100;252;30.14
21.09.2022;XU100;BIST 100;BIST 100;21;40.90
21.09.2022;XU100;BIST 100;BIST 100;42;31.17
21.09.2022;XU100;BIST 100;BIST 100;63;29.24
21.09.2022;XU100;BIST 100;BIST 100;126;25.65
21.09.2022;XU100;BIST 100;BIST 100;252;30.16
22.09.2022;XU100;BIST 100;BIST 100;21;40.73
22.09.2022;XU100;BIST 100;BIST 100;42;31.20
22.09.2022;XU100;BIST 100;BIST 100;63;29.25
22.09.2022;XU100;BIST 100;BIST 100;126;25.70
22.09.2022;XU100;BIST 100;BIST 100;252;30.16
23.09.2022;XU100;BIST 100;BIST 100;21;40.03
23.09.2022;XU100;BIST 100;BIST 100;42;31.20
23.09.2022;XU100;BIST 100;BIST 100;63;29.28
23.09.2022;XU100;BIST 100;BIST 100;126;25.67
23.09.2022;XU100;BIST 100;BIST 100;252;30.16
26.09.2022;XU100;BIST 100;BIST 100;21;39.42
26.09.2022;XU100;BIST 100;BIST 100;42;31.34
26.09.2022;XU100;BIST 100;BIST 100;63;29.18
26.09.2022;XU100;BIST 100;BIST 100;126;25.71
26.09.2022;XU100;BIST 100;BIST 100;252;30.13
27.09.2022;XU100;BIST 100;BIST 100;21;39.42
27.09.2022;XU100;BIST 100;BIST 100;42;31.32
27.09.2022;XU100;BIST 100;BIST 100;63;29.18
27.09.2022;XU100;BIST 100;BIST 100;126;25.70
27.09.2022;XU100;BIST 100;BIST 100;252;30.13
28.09.2022;XU100;BIST 100;BIST 100;21;40.12
28.09.2022;XU100;BIST 100;BIST 100;42;31.80
28.09.2022;XU100;BIST 100;BIST 100;63;29.47
28.09.2022;XU100;BIST 100;BIST 100;126;25.90
28.09.2022;XU100;BIST 100;BIST 100;252;30.22
29.09.2022;XU100;BIST 100;BIST 100;21;40.50
29.09.2022;XU100;BIST 100;BIST 100;42;31.83
29.09.2022;XU100;BIST 100;BIST 100;63;29.49
29.09.2022;XU100;BIST 100;BIST 100;126;26.04
29.09.2022;XU100;BIST 100;BIST 100;252;30.28
30.09.2022;XU100;BIST 100;BIST 100;21;40.54
30.09.2022;XU100;BIST 100;BIST 100;42;31.82
30.09.2022;XU100;BIST 100;BIST 100;63;28.40
30.09.2022;XU100;BIST 100;BIST 100;126;26.06
30.09.2022;XU100;BIST 100;BIST 100;252;30.28
03.10.2022;XU100;BIST 100;BIST 100;21;45.32
03.10.2022;XU100;BIST 100;BIST 100;42;34.94
03.10.2022;XU100;BIST 100;BIST 100;63;30.80
03.10.2022;XU100;BIST 100;BIST 100;126;27.41
03.10.2022;XU100;BIST 100;BIST 100;252;30.88
04.10.2022;XU100;BIST 100;BIST 100;21;43.64
04.10.2022;XU100;BIST 100;BIST 100;42;35.03
04.10.2022;XU100;BIST 100;BIST 100;63;30.85
04.10.2022;XU100;BIST 100;BIST 100;126;27.48
04.10.2022;XU100;BIST 100;BIST 100;252;30.91
05.10.2022;XU100;BIST 100;BIST 100;21;43.60
05.10.2022;XU100;BIST 100;BIST 100;42;35.02
05.10.2022;XU100;BIST 100;BIST 100;63;30.56
05.10.2022;XU100;BIST 100;BIST 100;126;27.48
05.10.2022;XU100;BIST 100;BIST 100;252;30.91
06.10.2022;XU100;BIST 100;BIST 100;21;44.04
06.10.2022;XU100;BIST 100;BIST 100;42;35.10
06.10.2022;XU100;BIST 100;BIST 100;63;30.40
06.10.2022;XU100;BIST 100;BIST 100;126;27.57
06.10.2022;XU100;BIST 100;BIST 100;252;30.90
07.10.2022;XU100;BIST 100;BIST 100;21;43.95
07.10.2022;XU100;BIST 100;BIST 100;42;35.03
07.10.2022;XU100;BIST 100;BIST 100;63;30.35
07.10.2022;XU100;BIST 100;BIST 100;126;27.38
07.10.2022;XU100;BIST 100;BIST 100;252;30.86
10.10.2022;XU100;BIST 100;BIST 100;21;43.24
10.10.2022;XU100;BIST 100;BIST 100;42;34.94
10.10.2022;XU100;BIST 100;BIST 100;63;30.35
10.10.2022;XU100;BIST 100;BIST 100;126;27.38
10.10.2022;XU100;BIST 100;BIST 100;252;30.86
11.10.2022;XU100;BIST 100;BIST 100;21;41.44
11.10.2022;XU100;BIST 100;BIST 100;42;34.94
11.10.2022;XU100;BIST 100;BIST 100;63;30.40
11.10.2022;XU100;BIST 100;BIST 100;126;27.37
11.10.2022;XU100;BIST 100;BIST 100;252;30.85
12.10.2022;XU100;BIST 100;BIST 100;21;35.63
12.10.2022;XU100;BIST 100;BIST 100;42;35.26
12.10.2022;XU100;BIST 100;BIST 100;63;30.51
12.10.2022;XU100;BIST 100;BIST 100;126;27.47
12.10.2022;XU100;BIST 100;BIST 100;252;30.91
13.10.2022;XU100;BIST 100;BIST 100;21;35.73
13.10.2022;XU100;BIST 100;BIST 100;42;35.23
13.10.2022;XU100;BIST 100;BIST 100;63;30.33
13.10.2022;XU100;BIST 100;BIST 100;126;27.38
13.10.2022;XU100;BIST 100;BIST 100;252;30.91
14.10.2022;XU100;BIST 100;BIST 100;21;35.03
14.10.2022;XU100;BIST 100;BIST 100;42;35.26
14.10.2022;XU100;BIST 100;BIST 100;63;30.14
14.10.2022;XU100;BIST 100;BIST 100;126;27.34
14.10.2022;XU100;BIST 100;BIST 100;252;30.95
17.10.2022;XU100;BIST 100;BIST 100;21;39.73
17.10.2022;XU100;BIST 100;BIST 100;42;37.37
17.10.2022;XU100;BIST 100;BIST 100;63;31.80
17.10.2022;XU100;BIST 100;BIST 100;126;28.46
17.10.2022;XU100;BIST 100;BIST 100;252;31.44
18.10.2022;XU100;BIST 100;BIST 100;21;33.68
18.10.2022;XU100;BIST 100;BIST 100;42;37.38
18.10.2022;XU100;BIST 100;BIST 100;63;31.84
18.10.2022;XU100;BIST 100;BIST 100;126;28.46
18.10.2022;XU100;BIST 100;BIST 100;252;31.44
19.10.2022;XU100;BIST 100;BIST 100;21;33.24
19.10.2022;XU100;BIST 100;BIST 100;42;37.36
19.10.2022;XU100;BIST 100;BIST 100;63;31.75
19.10.2022;XU100;BIST 100;BIST 100;126;28.47
19.10.2022;XU100;BIST 100;BIST 100;252;31.44
20.10.2022;XU100;BIST 100;BIST 100;21;32.66
20.10.2022;XU100;BIST 100;BIST 100;42;37.31
20.10.2022;XU100;BIST 100;BIST 100;63;31.73
20.10.2022;XU100;BIST 100;BIST 100;126;28.46
20.10.2022;XU100;BIST 100;BIST 100;252;31.44
21.10.2022;XU100;BIST 100;BIST 100;21;32.58
21.10.2022;XU100;BIST 100;BIST 100;42;37.17
21.10.2022;XU100;BIST 100;BIST 100;63;31.72
21.10.2022;XU100;BIST 100;BIST 100;126;28.47
21.10.2022;XU100;BIST 100;BIST 100;252;31.42
24.10.2022;XU100;BIST 100;BIST 100;21;32.28
24.10.2022;XU100;BIST 100;BIST 100;42;36.66
24.10.2022;XU100;BIST 100;BIST 100;63;31.64
24.10.2022;XU100;BIST 100;BIST 100;126;28.49
24.10.2022;XU100;BIST 100;BIST 100;252;31.41
25.10.2022;XU100;BIST 100;BIST 100;21;31.99
25.10.2022;XU100;BIST 100;BIST 100;42;36.40
25.10.2022;XU100;BIST 100;BIST 100;63;31.67
25.10.2022;XU100;BIST 100;BIST 100;126;28.49
25.10.2022;XU100;BIST 100;BIST 100;252;31.40
26.10.2022;XU100;BIST 100;BIST 100;21;32.03
26.10.2022;XU100;BIST 100;BIST 100;42;36.42
26.10.2022;XU100;BIST 100;BIST 100;63;31.66
26.10.2022;XU100;BIST 100;BIST 100;126;28.47
26.10.2022;XU100;BIST 100;BIST 100;252;31.40
27.10.2022;XU100;BIST 100;BIST 100;21;31.04
27.10.2022;XU100;BIST 100;BIST 100;42;36.63
27.10.2022;XU100;BIST 100;BIST 100;63;31.76
27.10.2022;XU100;BIST 100;BIST 100;126;28.06
27.10.2022;XU100;BIST 100;BIST 100;252;31.43
28.10.2022;XU100;BIST 100;BIST 100;21;30.85
28.10.2022;XU100;BIST 100;BIST 100;42;36.92
28.10.2022;XU100;BIST 100;BIST 100;63;31.82
28.10.2022;XU100;BIST 100;BIST 100;126;28.17
28.10.2022;XU100;BIST 100;BIST 100;252;31.48
31.10.2022;XU100;BIST 100;BIST 100;21;31.29
31.10.2022;XU100;BIST 100;BIST 100;42;37.09
31.10.2022;XU100;BIST 100;BIST 100;63;31.99
31.10.2022;XU100;BIST 100;BIST 100;126;28.02
31.10.2022;XU100;BIST 100;BIST 100;252;31.55
01.11.2022;XU100;BIST 100;BIST 100;21;25.03
01.11.2022;XU100;BIST 100;BIST 100;42;36.92
01.11.2022;XU100;BIST 100;BIST 100;63;32.06
01.11.2022;XU100;BIST 100;BIST 100;126;28.06
01.11.2022;XU100;BIST 100;BIST 100;252;31.58
02.11.2022;XU100;BIST 100;BIST 100;21;24.77
02.11.2022;XU100;BIST 100;BIST 100;42;35.84
02.11.2022;XU100;BIST 100;BIST 100;63;32.02
02.11.2022;XU100;BIST 100;BIST 100;126;28.00
02.11.2022;XU100;BIST 100;BIST 100;252;31.58
03.11.2022;XU100;BIST 100;BIST 100;21;24.77
03.11.2022;XU100;BIST 100;BIST 100;42;35.83
03.11.2022;XU100;BIST 100;BIST 100;63;32.01
03.11.2022;XU100;BIST 100;BIST 100;126;28.00
03.11.2022;XU100;BIST 100;BIST 100;252;31.55
04.11.2022;XU100;BIST 100;BIST 100;21;25.29
04.11.2022;XU100;BIST 100;BIST 100;42;36.23
04.11.2022;XU100;BIST 100;BIST 100;63;32.21
04.11.2022;XU100;BIST 100;BIST 100;126;28.14
04.11.2022;XU100;BIST 100;BIST 100;252;31.63
07.11.2022;XU100;BIST 100;BIST 100;21;26.00
07.11.2022;XU100;BIST 100;BIST 100;42;36.59
07.11.2022;XU100;BIST 100;BIST 100;63;32.40
07.11.2022;XU100;BIST 100;BIST 100;126;28.30
07.11.2022;XU100;BIST 100;BIST 100;252;31.69
08.11.2022;XU100;BIST 100;BIST 100;21;25.96
08.11.2022;XU100;BIST 100;BIST 100;42;36.30
08.11.2022;XU100;BIST 100;BIST 100;63;32.35
08.11.2022;XU100;BIST 100;BIST 100;126;28.30
08.11.2022;XU100;BIST 100;BIST 100;252;31.69
09.11.2022;XU100;BIST 100;BIST 100;21;25.80
09.11.2022;XU100;BIST 100;BIST 100;42;35.52
09.11.2022;XU100;BIST 100;BIST 100;63;32.35
09.11.2022;XU100;BIST 100;BIST 100;126;28.30
09.11.2022;XU100;BIST 100;BIST 100;252;31.69
10.11.2022;XU100;BIST 100;BIST 100;21;24.68
10.11.2022;XU100;BIST 100;BIST 100;42;31.69
10.11.2022;XU100;BIST 100;BIST 100;63;32.49
10.11.2022;XU100;BIST 100;BIST 100;126;28.30
10.11.2022;XU100;BIST 100;BIST 100;252;31.76
11.11.2022;XU100;BIST 100;BIST 100;21;25.13
11.11.2022;XU100;BIST 100;BIST 100;42;31.76
11.11.2022;XU100;BIST 100;BIST 100;63;32.49
11.11.2022;XU100;BIST 100;BIST 100;126;27.98
11.11.2022;XU100;BIST 100;BIST 100;252;31.76
14.11.2022;XU100;BIST 100;BIST 100;21;25.41
14.11.2022;XU100;BIST 100;BIST 100;42;31.16
14.11.2022;XU100;BIST 100;BIST 100;63;32.60
14.11.2022;XU100;BIST 100;BIST 100;126;28.12
14.11.2022;XU100;BIST 100;BIST 100;252;31.65
15.11.2022;XU100;BIST 100;BIST 100;21;19.15
15.11.2022;XU100;BIST 100;BIST 100;42;31.27
15.11.2022;XU100;BIST 100;BIST 100;63;32.54
15.11.2022;XU100;BIST 100;BIST 100;126;28.08
15.11.2022;XU100;BIST 100;BIST 100;252;31.65
16.11.2022;XU100;BIST 100;BIST 100;21;18.93
16.11.2022;XU100;BIST 100;BIST 100;42;27.32
16.11.2022;XU100;BIST 100;BIST 100;63;32.52
16.11.2022;XU100;BIST 100;BIST 100;126;28.08
16.11.2022;XU100;BIST 100;BIST 100;252;31.64
17.11.2022;XU100;BIST 100;BIST 100;21;24.16
17.11.2022;XU100;BIST 100;BIST 100;42;29.06
17.11.2022;XU100;BIST 100;BIST 100;63;33.55
17.11.2022;XU100;BIST 100;BIST 100;126;28.64
17.11.2022;XU100;BIST 100;BIST 100;252;31.85
18.11.2022;XU100;BIST 100;BIST 100;21;24.17
18.11.2022;XU100;BIST 100;BIST 100;42;28.76
18.11.2022;XU100;BIST 100;BIST 100;63;33.52
18.11.2022;XU100;BIST 100;BIST 100;126;28.57
18.11.2022;XU100;BIST 100;BIST 100;252;31.85
21.11.2022;XU100;BIST 100;BIST 100;21;24.18
