Date (DD.MM.YYYY);Index Code;Endeksler;Index Names In English;Number of Days;Value
19.01.2018;XU100;BIST 100;BIST 100;42;17.63
19.01.2018;XU100;BIST 100;BIST 100;63;19.37
19.01.2018;XU100;BIST 100;BIST 100;126;18.08
19.01.2018;XU100;BIST 100;BIST 100;252;15.82
22.01.2018;XU100;BIST 100;BIST 100;21;19.57
22.01.2018;XU100;BIST 100;BIST 100;42;18.01
22.01.2018;XU100;BIST 100;BIST 100;63;19.65
22.01.2018;XU100;BIST 100;BIST 100;126;18.24
22.01.2018;XU100;BIST 100;BIST 100;252;15.91
23.01.2018;XU100;BIST 100;BIST 100;21;19.67
23.01.2018;XU100;BIST 100;BIST 100;42;17.88
23.01.2018;XU100;BIST 100;BIST 100;63;19.63
23.01.2018;XU100;BIST 100;BIST 100;126;18.29
23.01.2018;XU100;BIST 100;BIST 100;252;15.88
24.01.2018;XU100;BIST 100;BIST 100;21;19.81
24.01.2018;XU100;BIST 100;BIST 100;42;17.87
24.01.2018;XU100;BIST 100;BIST 100;63;19.59
24.01.2018;XU100;BIST 100;BIST 100;126;18.34
24.01.2018;XU100;BIST 100;BIST 100;252;15.84
25.01.2018;XU100;BIST 100;BIST 100;21;20.22
25.01.2018;XU100;BIST 100;BIST 100;42;18.10
25.01.2018;XU100;BIST 100;BIST 100;63;19.69
25.01.2018;XU100;BIST 100;BIST 100;126;18.33
25.01.2018;XU100;BIST 100;BIST 100;252;15.86
26.01.2018;XU100;BIST 100;BIST 100;21;20.82
26.01.2018;XU100;BIST 100;BIST 100;42;16.95
26.01.2018;XU100;BIST 100;BIST 100;63;19.93
26.01.2018;XU100;BIST 100;BIST 100;126;18.45
26.01.2018;XU100;BIST 100;BIST 100;252;15.94
29.01.2018;XU100;BIST 100;BIST 100;21;19.92
29.01.2018;XU100;BIST 100;BIST 100;42;16.96
29.01.2018;XU100;BIST 100;BIST 100;63;19.74
29.01.2018;XU100;BIST 100;BIST 100;126;18.45
29.01.2018;XU100;BIST 100;BIST 100;252;15.71
30.01.2018;XU100;BIST 100;BIST 100;21;20.50
30.01.2018;XU100;BIST 100;BIST 100;42;17.17
30.01.2018;XU100;BIST 100;BIST 100;63;19.32
30.01.2018;XU100;BIST 100;BIST 100;126;18.45
30.01.2018;XU100;BIST 100;BIST 100;252;15.78
31.01.2018;XU100;BIST 100;BIST 100;21;19.57
31.01.2018;XU100;BIST 100;BIST 100;42;17.08
31.01.2018;XU100;BIST 100;BIST 100;63;19.32
31.01.2018;XU100;BIST 100;BIST 100;126;18.45
31.01.2018;XU100;BIST 100;BIST 100;252;15.77
01.02.2018;XU100;BIST 100;BIST 100;21;19.08
01.02.2018;XU100;BIST 100;BIST 100;42;16.89
01.02.2018;XU100;BIST 100;BIST 100;63;19.07
01.02.2018;XU100;BIST 100;BIST 100;126;18.44
01.02.2018;XU100;BIST 100;BIST 100;252;15.77
02.02.2018;XU100;BIST 100;BIST 100;21;19.22
02.02.2018;XU100;BIST 100;BIST 100;42;16.99
02.02.2018;XU100;BIST 100;BIST 100;63;18.50
02.02.2018;XU100;BIST 100;BIST 100;126;18.40
02.02.2018;XU100;BIST 100;BIST 100;252;15.76
05.02.2018;XU100;BIST 100;BIST 100;21;19.35
05.02.2018;XU100;BIST 100;BIST 100;42;17.07
05.02.2018;XU100;BIST 100;BIST 100;63;18.32
05.02.2018;XU100;BIST 100;BIST 100;126;18.41
05.02.2018;XU100;BIST 100;BIST 100;252;15.76
06.02.2018;XU100;BIST 100;BIST 100;21;19.76
06.02.2018;XU100;BIST 100;BIST 100;42;17.29
06.02.2018;XU100;BIST 100;BIST 100;63;18.47
06.02.2018;XU100;BIST 100;BIST 100;126;18.49
06.02.2018;XU100;BIST 100;BIST 100;252;15.81
07.02.2018;XU100;BIST 100;BIST 100;21;19.39
07.02.2018;XU100;BIST 100;BIST 100;42;17.04
07.02.2018;XU100;BIST 100;BIST 100;63;18.21
07.02.2018;XU100;BIST 100;BIST 100;126;18.45
07.02.2018;XU100;BIST 100;BIST 100;252;15.79
08.02.2018;XU100;BIST 100;BIST 100;21;19.30
08.02.2018;XU100;BIST 100;BIST 100;42;17.15
08.02.2018;XU100;BIST 100;BIST 100;63;18.20
08.02.2018;XU100;BIST 100;BIST 100;126;18.48
08.02.2018;XU100;BIST 100;BIST 100;252;15.83
09.02.2018;XU100;BIST 100;BIST 100;21;19.09
09.02.2018;XU100;BIST 100;BIST 100;42;17.23
09.02.2018;XU100;BIST 100;BIST 100;63;18.24
09.02.2018;XU100;BIST 100;BIST 100;126;18.47
09.02.2018;XU100;BIST 100;BIST 100;252;15.76
12.02.2018;XU100;BIST 100;BIST 100;21;19.47
12.02.2018;XU100;BIST 100;BIST 100;42;17.23
12.02.2018;XU100;BIST 100;BIST 100;63;18.22
12.02.2018;XU100;BIST 100;BIST 100;126;18.23
12.02.2018;XU100;BIST 100;BIST 100;252;15.75
13.02.2018;XU100;BIST 100;BIST 100;21;17.89
13.02.2018;XU100;BIST 100;BIST 100;42;16.98
13.02.2018;XU100;BIST 100;BIST 100;63;17.64
13.02.2018;XU100;BIST 100;BIST 100;126;17.90
13.02.2018;XU100;BIST 100;BIST 100;252;15.74
14.02.2018;XU100;BIST 100;BIST 100;21;16.86
14.02.2018;XU100;BIST 100;BIST 100;42;17.13
14.02.2018;XU100;BIST 100;BIST 100;63;17.68
14.02.2018;XU100;BIST 100;BIST 100;126;17.95
14.02.2018;XU100;BIST 100;BIST 100;252;15.77
15.02.2018;XU100;BIST 100;BIST 100;21;17.66
15.02.2018;XU100;BIST 100;BIST 100;42;17.95
15.02.2018;XU100;BIST 100;BIST 100;63;18.20
15.02.2018;XU100;BIST 100;BIST 100;126;18.26
15.02.2018;XU100;BIST 100;BIST 100;252;15.93
16.02.2018;XU100;BIST 100;BIST 100;21;17.66
16.02.2018;XU100;BIST 100;BIST 100;42;17.95
16.02.2018;XU100;BIST 100;BIST 100;63;17.57
16.02.2018;XU100;BIST 100;BIST 100;126;18.25
16.02.2018;XU100;BIST 100;BIST 100;252;15.92
19.02.2018;XU100;BIST 100;BIST 100;21;17.01
19.02.2018;XU100;BIST 100;BIST 100;42;18.02
19.02.2018;XU100;BIST 100;BIST 100;63;17.48
19.02.2018;XU100;BIST 100;BIST 100;126;18.19
19.02.2018;XU100;BIST 100;BIST 100;252;15.93
20.02.2018;XU100;BIST 100;BIST 100;21;17.30
20.02.2018;XU100;BIST 100;BIST 100;42;18.75
20.02.2018;XU100;BIST 100;BIST 100;63;18.02
20.02.2018;XU100;BIST 100;BIST 100;126;18.45
20.02.2018;XU100;BIST 100;BIST 100;252;16.08
21.02.2018;XU100;BIST 100;BIST 100;21;19.17
21.02.2018;XU100;BIST 100;BIST 100;42;19.66
21.02.2018;XU100;BIST 100;BIST 100;63;18.53
21.02.2018;XU100;BIST 100;BIST 100;126;18.77
21.02.2018;XU100;BIST 100;BIST 100;252;16.25
22.02.2018;XU100;BIST 100;BIST 100;21;18.85
22.02.2018;XU100;BIST 100;BIST 100;42;19.65
22.02.2018;XU100;BIST 100;BIST 100;63;18.49
22.02.2018;XU100;BIST 100;BIST 100;126;18.78
22.02.2018;XU100;BIST 100;BIST 100;252;16.25
23.02.2018;XU100;BIST 100;BIST 100;21;18.79
23.02.2018;XU100;BIST 100;BIST 100;42;19.68
23.02.2018;XU100;BIST 100;BIST 100;63;18.51
23.02.2018;XU100;BIST 100;BIST 100;126;18.78
23.02.2018;XU100;BIST 100;BIST 100;252;16.22
26.02.2018;XU100;BIST 100;BIST 100;21;18.14
26.02.2018;XU100;BIST 100;BIST 100;42;19.81
26.02.2018;XU100;BIST 100;BIST 100;63;17.72
26.02.2018;XU100;BIST 100;BIST 100;126;18.82
26.02.2018;XU100;BIST 100;BIST 100;252;16.23
27.02.2018;XU100;BIST 100;BIST 100;21;18.13
27.02.2018;XU100;BIST 100;BIST 100;42;19.23
27.02.2018;XU100;BIST 100;BIST 100;63;17.72
27.02.2018;XU100;BIST 100;BIST 100;126;18.82
27.02.2018;XU100;BIST 100;BIST 100;252;16.22
28.02.2018;XU100;BIST 100;BIST 100;21;17.62
28.02.2018;XU100;BIST 100;BIST 100;42;19.17
28.02.2018;XU100;BIST 100;BIST 100;63;17.51
28.02.2018;XU100;BIST 100;BIST 100;126;18.81
28.02.2018;XU100;BIST 100;BIST 100;252;16.10
01.03.2018;XU100;BIST 100;BIST 100;21;17.99
01.03.2018;XU100;BIST 100;BIST 100;42;18.84
01.03.2018;XU100;BIST 100;BIST 100;63;17.67
01.03.2018;XU100;BIST 100;BIST 100;126;18.82
01.03.2018;XU100;BIST 100;BIST 100;252;16.14
02.03.2018;XU100;BIST 100;BIST 100;21;18.07
02.03.2018;XU100;BIST 100;BIST 100;42;18.65
02.03.2018;XU100;BIST 100;BIST 100;63;17.52
02.03.2018;XU100;BIST 100;BIST 100;126;18.83
02.03.2018;XU100;BIST 100;BIST 100;252;16.16
05.03.2018;XU100;BIST 100;BIST 100;21;17.90
05.03.2018;XU100;BIST 100;BIST 100;42;18.61
05.03.2018;XU100;BIST 100;BIST 100;63;17.45
05.03.2018;XU100;BIST 100;BIST 100;126;18.83
05.03.2018;XU100;BIST 100;BIST 100;252;16.10
06.03.2018;XU100;BIST 100;BIST 100;21;17.54
06.03.2018;XU100;BIST 100;BIST 100;42;18.47
06.03.2018;XU100;BIST 100;BIST 100;63;17.33
06.03.2018;XU100;BIST 100;BIST 100;126;18.75
06.03.2018;XU100;BIST 100;BIST 100;252;16.10
07.03.2018;XU100;BIST 100;BIST 100;21;17.02
07.03.2018;XU100;BIST 100;BIST 100;42;18.45
07.03.2018;XU100;BIST 100;BIST 100;63;17.23
07.03.2018;XU100;BIST 100;BIST 100;126;18.71
07.03.2018;XU100;BIST 100;BIST 100;252;16.02
08.03.2018;XU100;BIST 100;BIST 100;21;17.05
08.03.2018;XU100;BIST 100;BIST 100;42;18.26
08.03.2018;XU100;BIST 100;BIST 100;63;17.07
08.03.2018;XU100;BIST 100;BIST 100;126;18.71
08.03.2018;XU100;BIST 100;BIST 100;252;16.01
09.03.2018;XU100;BIST 100;BIST 100;21;16.54
09.03.2018;XU100;BIST 100;BIST 100;42;17.99
09.03.2018;XU100;BIST 100;BIST 100;63;16.95
09.03.2018;XU100;BIST 100;BIST 100;126;18.66
09.03.2018;XU100;BIST 100;BIST 100;252;16.00
12.03.2018;XU100;BIST 100;BIST 100;21;16.79
12.03.2018;XU100;BIST 100;BIST 100;42;18.08
12.03.2018;XU100;BIST 100;BIST 100;63;17.10
12.03.2018;XU100;BIST 100;BIST 100;126;18.74
12.03.2018;XU100;BIST 100;BIST 100;252;16.04
13.03.2018;XU100;BIST 100;BIST 100;21;16.52
13.03.2018;XU100;BIST 100;BIST 100;42;18.09
13.03.2018;XU100;BIST 100;BIST 100;63;17.00
13.03.2018;XU100;BIST 100;BIST 100;126;18.73
13.03.2018;XU100;BIST 100;BIST 100;252;16.04
14.03.2018;XU100;BIST 100;BIST 100;21;16.64
14.03.2018;XU100;BIST 100;BIST 100;42;17.28
14.03.2018;XU100;BIST 100;BIST 100;63;16.87
14.03.2018;XU100;BIST 100;BIST 100;126;18.67
14.03.2018;XU100;BIST 100;BIST 100;252;16.05
15.03.2018;XU100;BIST 100;BIST 100;21;16.32
15.03.2018;XU100;BIST 100;BIST 100;42;16.66
15.03.2018;XU100;BIST 100;BIST 100;63;16.87
15.03.2018;XU100;BIST 100;BIST 100;126;18.54
15.03.2018;XU100;BIST 100;BIST 100;252;16.03
16.03.2018;XU100;BIST 100;BIST 100;21;14.22
16.03.2018;XU100;BIST 100;BIST 100;42;16.04
16.03.2018;XU100;BIST 100;BIST 100;63;16.81
16.03.2018;XU100;BIST 100;BIST 100;126;18.54
16.03.2018;XU100;BIST 100;BIST 100;252;16.03
19.03.2018;XU100;BIST 100;BIST 100;21;15.13
19.03.2018;XU100;BIST 100;BIST 100;42;16.45
19.03.2018;XU100;BIST 100;BIST 100;63;17.11
19.03.2018;XU100;BIST 100;BIST 100;126;18.58
19.03.2018;XU100;BIST 100;BIST 100;252;16.11
20.03.2018;XU100;BIST 100;BIST 100;21;15.31
20.03.2018;XU100;BIST 100;BIST 100;42;16.18
20.03.2018;XU100;BIST 100;BIST 100;63;17.18
20.03.2018;XU100;BIST 100;BIST 100;126;18.61
20.03.2018;XU100;BIST 100;BIST 100;252;16.12
21.03.2018;XU100;BIST 100;BIST 100;21;13.61
21.03.2018;XU100;BIST 100;BIST 100;42;15.78
21.03.2018;XU100;BIST 100;BIST 100;63;17.23
21.03.2018;XU100;BIST 100;BIST 100;126;18.46
21.03.2018;XU100;BIST 100;BIST 100;252;16.12
22.03.2018;XU100;BIST 100;BIST 100;21;10.93
22.03.2018;XU100;BIST 100;BIST 100;42;15.63
22.03.2018;XU100;BIST 100;BIST 100;63;17.26
22.03.2018;XU100;BIST 100;BIST 100;126;18.36
22.03.2018;XU100;BIST 100;BIST 100;252;16.13
23.03.2018;XU100;BIST 100;BIST 100;21;10.93
23.03.2018;XU100;BIST 100;BIST 100;42;15.43
23.03.2018;XU100;BIST 100;BIST 100;63;17.26
23.03.2018;XU100;BIST 100;BIST 100;126;17.96
23.03.2018;XU100;BIST 100;BIST 100;252;16.13
26.03.2018;XU100;BIST 100;BIST 100;21;10.74
26.03.2018;XU100;BIST 100;BIST 100;42;15.30
26.03.2018;XU100;BIST 100;BIST 100;63;17.26
26.03.2018;XU100;BIST 100;BIST 100;126;17.86
26.03.2018;XU100;BIST 100;BIST 100;252;16.11
27.03.2018;XU100;BIST 100;BIST 100;21;9.98
27.03.2018;XU100;BIST 100;BIST 100;42;14.64
27.03.2018;XU100;BIST 100;BIST 100;63;17.27
27.03.2018;XU100;BIST 100;BIST 100;126;17.87
27.03.2018;XU100;BIST 100;BIST 100;252;16.10
28.03.2018;XU100;BIST 100;BIST 100;21;11.48
28.03.2018;XU100;BIST 100;BIST 100;42;15.20
28.03.2018;XU100;BIST 100;BIST 100;63;17.18
28.03.2018;XU100;BIST 100;BIST 100;126;18.02
28.03.2018;XU100;BIST 100;BIST 100;252;16.18
29.03.2018;XU100;BIST 100;BIST 100;21;11.77
29.03.2018;XU100;BIST 100;BIST 100;42;15.04
29.03.2018;XU100;BIST 100;BIST 100;63;17.16
29.03.2018;XU100;BIST 100;BIST 100;126;18.04
29.03.2018;XU100;BIST 100;BIST 100;252;16.18
30.03.2018;XU100;BIST 100;BIST 100;21;11.30
30.03.2018;XU100;BIST 100;BIST 100;42;15.02
30.03.2018;XU100;BIST 100;BIST 100;63;16.73
30.03.2018;XU100;BIST 100;BIST 100;126;18.02
30.03.2018;XU100;BIST 100;BIST 100;252;16.18
02.04.2018;XU100;BIST 100;BIST 100;21;11.19
02.04.2018;XU100;BIST 100;BIST 100;42;15.03
02.04.2018;XU100;BIST 100;BIST 100;63;16.57
02.04.2018;XU100;BIST 100;BIST 100;126;18.03
02.04.2018;XU100;BIST 100;BIST 100;252;16.18
03.04.2018;XU100;BIST 100;BIST 100;21;11.20
03.04.2018;XU100;BIST 100;BIST 100;42;14.94
03.04.2018;XU100;BIST 100;BIST 100;63;16.54
03.04.2018;XU100;BIST 100;BIST 100;126;18.03
03.04.2018;XU100;BIST 100;BIST 100;252;16.18
04.04.2018;XU100;BIST 100;BIST 100;21;11.30
04.04.2018;XU100;BIST 100;BIST 100;42;14.78
04.04.2018;XU100;BIST 100;BIST 100;63;16.45
04.04.2018;XU100;BIST 100;BIST 100;126;17.59
04.04.2018;XU100;BIST 100;BIST 100;252;16.19
05.04.2018;XU100;BIST 100;BIST 100;21;11.74
05.04.2018;XU100;BIST 100;BIST 100;42;14.66
05.04.2018;XU100;BIST 100;BIST 100;63;16.54
05.04.2018;XU100;BIST 100;BIST 100;126;17.41
05.04.2018;XU100;BIST 100;BIST 100;252;16.20
06.04.2018;XU100;BIST 100;BIST 100;21;11.73
06.04.2018;XU100;BIST 100;BIST 100;42;14.66
06.04.2018;XU100;BIST 100;BIST 100;63;16.39
06.04.2018;XU100;BIST 100;BIST 100;126;17.40
06.04.2018;XU100;BIST 100;BIST 100;252;16.20
09.04.2018;XU100;BIST 100;BIST 100;21;12.45
09.04.2018;XU100;BIST 100;BIST 100;42;14.79
09.04.2018;XU100;BIST 100;BIST 100;63;16.44
09.04.2018;XU100;BIST 100;BIST 100;126;17.31
09.04.2018;XU100;BIST 100;BIST 100;252;15.99
10.04.2018;XU100;BIST 100;BIST 100;21;13.16
10.04.2018;XU100;BIST 100;BIST 100;42;15.63
10.04.2018;XU100;BIST 100;BIST 100;63;16.87
10.04.2018;XU100;BIST 100;BIST 100;126;17.59
10.04.2018;XU100;BIST 100;BIST 100;252;16.15
11.04.2018;XU100;BIST 100;BIST 100;21;13.56
11.04.2018;XU100;BIST 100;BIST 100;42;15.67
11.04.2018;XU100;BIST 100;BIST 100;63;17.05
11.04.2018;XU100;BIST 100;BIST 100;126;17.69
11.04.2018;XU100;BIST 100;BIST 100;252;16.21
12.04.2018;XU100;BIST 100;BIST 100;21;14.20
12.04.2018;XU100;BIST 100;BIST 100;42;15.85
12.04.2018;XU100;BIST 100;BIST 100;63;16.62
12.04.2018;XU100;BIST 100;BIST 100;126;17.72
12.04.2018;XU100;BIST 100;BIST 100;252;16.18
13.04.2018;XU100;BIST 100;BIST 100;21;14.23
13.04.2018;XU100;BIST 100;BIST 100;42;15.77
13.04.2018;XU100;BIST 100;BIST 100;63;16.14
13.04.2018;XU100;BIST 100;BIST 100;126;17.74
13.04.2018;XU100;BIST 100;BIST 100;252;16.19
16.04.2018;XU100;BIST 100;BIST 100;21;14.87
16.04.2018;XU100;BIST 100;BIST 100;42;14.76
16.04.2018;XU100;BIST 100;BIST 100;63;15.80
16.04.2018;XU100;BIST 100;BIST 100;126;17.68
16.04.2018;XU100;BIST 100;BIST 100;252;16.21
17.04.2018;XU100;BIST 100;BIST 100;21;15.14
17.04.2018;XU100;BIST 100;BIST 100;42;15.26
17.04.2018;XU100;BIST 100;BIST 100;63;16.14
17.04.2018;XU100;BIST 100;BIST 100;126;17.86
17.04.2018;XU100;BIST 100;BIST 100;252;16.29
18.04.2018;XU100;BIST 100;BIST 100;21;18.54
18.04.2018;XU100;BIST 100;BIST 100;42;17.08
18.04.2018;XU100;BIST 100;BIST 100;63;17.08
18.04.2018;XU100;BIST 100;BIST 100;126;18.30
18.04.2018;XU100;BIST 100;BIST 100;252;16.55
19.04.2018;XU100;BIST 100;BIST 100;21;18.05
19.04.2018;XU100;BIST 100;BIST 100;42;16.30
19.04.2018;XU100;BIST 100;BIST 100;63;16.67
19.04.2018;XU100;BIST 100;BIST 100;126;18.30
19.04.2018;XU100;BIST 100;BIST 100;252;16.50
20.04.2018;XU100;BIST 100;BIST 100;21;18.26
20.04.2018;XU100;BIST 100;BIST 100;42;15.22
20.04.2018;XU100;BIST 100;BIST 100;63;16.64
20.04.2018;XU100;BIST 100;BIST 100;126;18.30
20.04.2018;XU100;BIST 100;BIST 100;252;16.53
24.04.2018;XU100;BIST 100;BIST 100;21;18.34
24.04.2018;XU100;BIST 100;BIST 100;42;15.24
24.04.2018;XU100;BIST 100;BIST 100;63;16.54
24.04.2018;XU100;BIST 100;BIST 100;126;18.29
24.04.2018;XU100;BIST 100;BIST 100;252;16.50
25.04.2018;XU100;BIST 100;BIST 100;21;19.74
25.04.2018;XU100;BIST 100;BIST 100;42;16.11
25.04.2018;XU100;BIST 100;BIST 100;63;17.10
25.04.2018;XU100;BIST 100;BIST 100;126;18.60
25.04.2018;XU100;BIST 100;BIST 100;252;16.66
26.04.2018;XU100;BIST 100;BIST 100;21;19.72
26.04.2018;XU100;BIST 100;BIST 100;42;15.80
26.04.2018;XU100;BIST 100;BIST 100;63;16.66
26.04.2018;XU100;BIST 100;BIST 100;126;18.59
26.04.2018;XU100;BIST 100;BIST 100;252;16.67
27.04.2018;XU100;BIST 100;BIST 100;21;19.32
27.04.2018;XU100;BIST 100;BIST 100;42;15.90
27.04.2018;XU100;BIST 100;BIST 100;63;16.72
27.04.2018;XU100;BIST 100;BIST 100;126;18.48
27.04.2018;XU100;BIST 100;BIST 100;252;16.67
30.04.2018;XU100;BIST 100;BIST 100;21;21.30
30.04.2018;XU100;BIST 100;BIST 100;42;17.36
30.04.2018;XU100;BIST 100;BIST 100;63;17.59
30.04.2018;XU100;BIST 100;BIST 100;126;18.63
30.04.2018;XU100;BIST 100;BIST 100;252;16.97
02.05.2018;XU100;BIST 100;BIST 100;21;21.44
02.05.2018;XU100;BIST 100;BIST 100;42;17.34
02.05.2018;XU100;BIST 100;BIST 100;63;17.62
02.05.2018;XU100;BIST 100;BIST 100;126;18.64
02.05.2018;XU100;BIST 100;BIST 100;252;16.97
03.05.2018;XU100;BIST 100;BIST 100;21;21.89
03.05.2018;XU100;BIST 100;BIST 100;42;17.68
03.05.2018;XU100;BIST 100;BIST 100;63;17.88
03.05.2018;XU100;BIST 100;BIST 100;126;18.68
03.05.2018;XU100;BIST 100;BIST 100;252;17.06
04.05.2018;XU100;BIST 100;BIST 100;21;21.78
04.05.2018;XU100;BIST 100;BIST 100;42;17.65
04.05.2018;XU100;BIST 100;BIST 100;63;17.85
04.05.2018;XU100;BIST 100;BIST 100;126;18.31
04.05.2018;XU100;BIST 100;BIST 100;252;17.04
07.05.2018;XU100;BIST 100;BIST 100;21;22.14
07.05.2018;XU100;BIST 100;BIST 100;42;17.97
07.05.2018;XU100;BIST 100;BIST 100;63;18.01
07.05.2018;XU100;BIST 100;BIST 100;126;18.32
07.05.2018;XU100;BIST 100;BIST 100;252;17.10
08.05.2018;XU100;BIST 100;BIST 100;21;21.74
08.05.2018;XU100;BIST 100;BIST 100;42;18.14
08.05.2018;XU100;BIST 100;BIST 100;63;18.08
08.05.2018;XU100;BIST 100;BIST 100;126;18.42
08.05.2018;XU100;BIST 100;BIST 100;252;17.17
09.05.2018;XU100;BIST 100;BIST 100;21;22.84
09.05.2018;XU100;BIST 100;BIST 100;42;18.66
09.05.2018;XU100;BIST 100;BIST 100;63;18.37
09.05.2018;XU100;BIST 100;BIST 100;126;18.44
09.05.2018;XU100;BIST 100;BIST 100;252;17.15
10.05.2018;XU100;BIST 100;BIST 100;21;23.81
10.05.2018;XU100;BIST 100;BIST 100;42;19.17
10.05.2018;XU100;BIST 100;BIST 100;63;18.61
10.05.2018;XU100;BIST 100;BIST 100;126;18.51
10.05.2018;XU100;BIST 100;BIST 100;252;17.20
11.05.2018;XU100;BIST 100;BIST 100;21;23.04
11.05.2018;XU100;BIST 100;BIST 100;42;18.77
11.05.2018;XU100;BIST 100;BIST 100;63;18.61
11.05.2018;XU100;BIST 100;BIST 100;126;18.52
11.05.2018;XU100;BIST 100;BIST 100;252;17.17
14.05.2018;XU100;BIST 100;BIST 100;21;23.62
14.05.2018;XU100;BIST 100;BIST 100;42;19.28
14.05.2018;XU100;BIST 100;BIST 100;63;18.73
14.05.2018;XU100;BIST 100;BIST 100;126;18.57
14.05.2018;XU100;BIST 100;BIST 100;252;17.23
15.05.2018;XU100;BIST 100;BIST 100;21;23.78
15.05.2018;XU100;BIST 100;BIST 100;42;19.60
15.05.2018;XU100;BIST 100;BIST 100;63;19.00
15.05.2018;XU100;BIST 100;BIST 100;126;18.47
15.05.2018;XU100;BIST 100;BIST 100;252;17.32
16.05.2018;XU100;BIST 100;BIST 100;21;24.01
16.05.2018;XU100;BIST 100;BIST 100;42;19.74
16.05.2018;XU100;BIST 100;BIST 100;63;19.01
16.05.2018;XU100;BIST 100;BIST 100;126;18.47
16.05.2018;XU100;BIST 100;BIST 100;252;17.32
17.05.2018;XU100;BIST 100;BIST 100;21;23.55
17.05.2018;XU100;BIST 100;BIST 100;42;19.72
17.05.2018;XU100;BIST 100;BIST 100;63;18.29
17.05.2018;XU100;BIST 100;BIST 100;126;18.45
17.05.2018;XU100;BIST 100;BIST 100;252;17.31
18.05.2018;XU100;BIST 100;BIST 100;21;23.22
18.05.2018;XU100;BIST 100;BIST 100;42;19.60
18.05.2018;XU100;BIST 100;BIST 100;63;18.32
18.05.2018;XU100;BIST 100;BIST 100;126;18.21
18.05.2018;XU100;BIST 100;BIST 100;252;17.31
21.05.2018;XU100;BIST 100;BIST 100;21;20.02
21.05.2018;XU100;BIST 100;BIST 100;42;19.40
21.05.2018;XU100;BIST 100;BIST 100;63;18.31
21.05.2018;XU100;BIST 100;BIST 100;126;18.11
21.05.2018;XU100;BIST 100;BIST 100;252;17.26
22.05.2018;XU100;BIST 100;BIST 100;21;20.59
22.05.2018;XU100;BIST 100;BIST 100;42;19.40
22.05.2018;XU100;BIST 100;BIST 100;63;18.05
22.05.2018;XU100;BIST 100;BIST 100;126;18.15
22.05.2018;XU100;BIST 100;BIST 100;252;17.24
23.05.2018;XU100;BIST 100;BIST 100;21;20.76
23.05.2018;XU100;BIST 100;BIST 100;42;19.58
23.05.2018;XU100;BIST 100;BIST 100;63;17.40
23.05.2018;XU100;BIST 100;BIST 100;126;18.21
23.05.2018;XU100;BIST 100;BIST 100;252;17.29
24.05.2018;XU100;BIST 100;BIST 100;21;20.75
24.05.2018;XU100;BIST 100;BIST 100;42;19.60
24.05.2018;XU100;BIST 100;BIST 100;63;17.38
24.05.2018;XU100;BIST 100;BIST 100;126;18.23
24.05.2018;XU100;BIST 100;BIST 100;252;17.29
25.05.2018;XU100;BIST 100;BIST 100;21;20.96
25.05.2018;XU100;BIST 100;BIST 100;42;20.42
25.05.2018;XU100;BIST 100;BIST 100;63;17.88
25.05.2018;XU100;BIST 100;BIST 100;126;18.46
25.05.2018;XU100;BIST 100;BIST 100;252;17.41
28.05.2018;XU100;BIST 100;BIST 100;21;23.82
28.05.2018;XU100;BIST 100;BIST 100;42;22.07
28.05.2018;XU100;BIST 100;BIST 100;63;18.93
28.05.2018;XU100;BIST 100;BIST 100;126;18.63
28.05.2018;XU100;BIST 100;BIST 100;252;17.69
29.05.2018;XU100;BIST 100;BIST 100;21;24.12
29.05.2018;XU100;BIST 100;BIST 100;42;21.89
29.05.2018;XU100;BIST 100;BIST 100;63;19.06
29.05.2018;XU100;BIST 100;BIST 100;126;18.72
29.05.2018;XU100;BIST 100;BIST 100;252;17.74
30.05.2018;XU100;BIST 100;BIST 100;21;21.99
30.05.2018;XU100;BIST 100;BIST 100;42;21.93
30.05.2018;XU100;BIST 100;BIST 100;63;19.16
30.05.2018;XU100;BIST 100;BIST 100;126;18.67
30.05.2018;XU100;BIST 100;BIST 100;252;17.78
31.05.2018;XU100;BIST 100;BIST 100;21;24.31
31.05.2018;XU100;BIST 100;BIST 100;42;23.01
31.05.2018;XU100;BIST 100;BIST 100;63;19.95
31.05.2018;XU100;BIST 100;BIST 100;126;19.18
31.05.2018;XU100;BIST 100;BIST 100;252;18.06
01.06.2018;XU100;BIST 100;BIST 100;21;24.12
01.06.2018;XU100;BIST 100;BIST 100;42;23.18
01.06.2018;XU100;BIST 100;BIST 100;63;20.08
01.06.2018;XU100;BIST 100;BIST 100;126;19.15
01.06.2018;XU100;BIST 100;BIST 100;252;18.05
04.06.2018;XU100;BIST 100;BIST 100;21;24.13
04.06.2018;XU100;BIST 100;BIST 100;42;23.17
04.06.2018;XU100;BIST 100;BIST 100;63;20.08
04.06.2018;XU100;BIST 100;BIST 100;126;19.09
04.06.2018;XU100;BIST 100;BIST 100;252;18.04
05.06.2018;XU100;BIST 100;BIST 100;21;23.95
05.06.2018;XU100;BIST 100;BIST 100;42;23.32
05.06.2018;XU100;BIST 100;BIST 100;63;20.22
05.06.2018;XU100;BIST 100;BIST 100;126;19.16
05.06.2018;XU100;BIST 100;BIST 100;252;18.10
06.06.2018;XU100;BIST 100;BIST 100;21;23.77
06.06.2018;XU100;BIST 100;BIST 100;42;23.21
